NODE_ID,NODE_X,NODE_Y,NODE_NAME,NODE_WKTPOINT,NODE_LABEL,IATA,ICAO,CITY,COUNTRY
7428,30.7280731201,4.13028160099,HSYE: Yei Airport,POINT(30.7280731201 4.13028160099),"HSYE: Yei Airport; Yei, Sudan",,HSYE,Yei,Sudan
7429,-7.6969499588012695,4.3790202140808105,CPA: Cape Palmas Airport,POINT(-7.6969499588012695 4.3790202140808105),"CPA: Cape Palmas Airport; Greenville, Liberia",CPA,GLCP,Greenville,Liberia
7432,7.076109886169434,46.755001068115234,LSGE: Ecuvillens Airport,POINT(7.076109886169434 46.755001068115234),"LSGE: Ecuvillens Airport; Ecuvillens, Switzerland",,LSGE,Ecuvillens,Switzerland
7437,32.929351806599996,-25.9971446991,IHC: Inhaca Airport,POINT(32.929351806599996 -25.9971446991),"IHC: Inhaca Airport; Inhaca, Mozambique",IHC,FQIA,Inhaca,Mozambique
7442,-13.322799682617188,15.593600273132324,MAX: Ouro Sogui Airport,POINT(-13.322799682617188 15.593600273132324),"MAX: Ouro Sogui Airport; Matam, Senegal",MAX,GOSM,Matam,Senegal
7443,55.205299,-3.72472,BDI: Bird Island Airport,POINT(55.205299 -3.72472),"BDI: Bird Island Airport; Bird Island, Seychelles",BDI,FSSB,Bird Island,Seychelles
7446,31.521577835083008,21.802698135375977,WHF: Wadi Halfa Airport,POINT(31.521577835083008 21.802698135375977),"WHF: Wadi Halfa Airport; Wadi Halfa, Sudan",WHF,HSSW,Wadi Halfa,Sudan
7447,10.438611,36.075833,NBE: Enfidha - Hammamet International Airport,POINT(10.438611 36.075833),"NBE: Enfidha - Hammamet International Airport; Enfidha, Tunisia",NBE,DTNH,Enfidha,Tunisia
7448,33.7487,3.7176,HUKD: Kidepo Airport,POINT(33.7487 3.7176),"HUKD: Kidepo Airport; Kidepo, Uganda",,HUKD,Kidepo,Uganda
7449,32.8882,3.2817,HUKT: Kitgum Airport,POINT(32.8882 3.2817),"HUKT: Kitgum Airport; Kitgum, Uganda",,HUKT,Kitgum,Uganda
7450,31.55,2.2,HUPA: Bugungu Airport,POINT(31.55 2.2),"HUPA: Bugungu Airport; Pakuba, Uganda",,HUPA,Pakuba,Uganda
7451,16.725,77.8969444,ENSA: Svea Airport,POINT(16.725 77.8969444),"ENSA: Svea Airport; Sveagruva, Svalbard",,ENSA,Sveagruva,Svalbard
7452,11.8743,78.9274978638,ENAS: Ny-Ålesund Airport (Hamnerabben),POINT(11.8743 78.9274978638),"ENAS: Ny-Ålesund Airport (Hamnerabben); Ny-Alesund, Svalbard",,ENAS,Ny-Alesund,Svalbard
7453,36.282222747800006,36.36277771,HTY: Hatay Airport,POINT(36.282222747800006 36.36277771),"HTY: Hatay Airport; Hatay, Turkey",HTY,LTDA,Hatay,Turkey
7454,24.002500534057617,58.14830017089844,EEKU: Kihnu Airfield,POINT(24.002500534057617 58.14830017089844),"EEKU: Kihnu Airfield; Kihnu, Estonia",,EEKU,Kihnu,Estonia
7455,23.26609992980957,57.78390121459961,EERU: Ruhnu Airfield,POINT(23.26609992980957 57.78390121459961),"EERU: Ruhnu Airfield; Ruhnu, Estonia",,EERU,Ruhnu,Estonia
7456,-147.662002563,-23.885200500499998,RVV: Raivavae Airport,POINT(-147.662002563 -23.885200500499998),"RVV: Raivavae Airport; Raivavae, French Polynesia",RVV,NTAV,Raivavae,French Polynesia
7457,113.069999695,23.083299636799996,FUO: Foshan Shadi Airport,POINT(113.069999695 23.083299636799996),"FUO: Foshan Shadi Airport; Foshan, China",FUO,ZGFS,Foshan,China
7458,114.599998474,23.0499992371,HUZ: Huizhou Airport,POINT(114.599998474 23.0499992371),"HUZ: Huizhou Airport; Huizhou, China",HUZ,ZGHZ,Huizhou,China
7459,0.535023,41.728185,ILD: Lleida-Alguaire Airport,POINT(0.535023 41.728185),"ILD: Lleida-Alguaire Airport; Lleida, Spain",ILD,LEDA,Lleida,Spain
7461,-5.06358003616333,48.463199615478516,LFEC: Ouessant Airport,POINT(-5.06358003616333 48.463199615478516),"LFEC: Ouessant Airport; Ouessant, France",,LFEC,Ouessant,France
7464,-23.546199798583984,65.64129638671875,BIU: Bildudalur Airport,POINT(-23.546199798583984 65.64129638671875),"BIU: Bildudalur Airport; Bildudalur, Iceland",BIU,BIBD,Bildudalur,Iceland
7465,-21.326900482177734,65.99530029296875,GJR: Gjögur Airport,POINT(-21.326900482177734 65.99530029296875),"GJR: Gjögur Airport; Gjogur, Iceland",GJR,BIGJ,Gjogur,Iceland
7466,-19.572799682599996,65.73169708249999,SAK: Sauðárkrókur Airport,POINT(-19.572799682599996 65.73169708249999),"SAK: Sauðárkrókur Airport; Saudarkrokur, Iceland",SAK,BIKR,Saudarkrokur,Iceland
7467,-21.037799835205078,63.92919921875,BISF: Selfoss Airport,POINT(-21.037799835205078 63.92919921875),"BISF: Selfoss Airport; Selfoss, Iceland",,BISF,Selfoss,Iceland
7468,-9.568059921264648,53.09299850463867,IIA: Inishmaan Aerodrome,POINT(-9.568059921264648 53.09299850463867),"IIA: Inishmaan Aerodrome; Inishmaan, Ireland",IIA,EIMN,Inishmaan,Ireland
7469,73.602004,42.88958,UAAT: Ak Bashat Airport,POINT(73.602004 42.88958),"UAAT: Ak Bashat Airport; Taldykorgan, Kazakhstan",,UAAT,Taldykorgan,Kazakhstan
7470,89.9225006104,48.9933013916,ULG: Ulgii Mongolei Airport,POINT(89.9225006104 48.9933013916),"ULG: Ulgii Mongolei Airport; Olgii, Mongolia",ULG,ZMUL,Olgii,Mongolia
7472,68.86470031738281,37.86640167236328,KQT: Qurghonteppa International Airport,POINT(68.86470031738281 37.86640167236328),"KQT: Qurghonteppa International Airport; Kurgan Tyube, Tajikistan",KQT,UTDT,Kurgan Tyube,Tajikistan
7473,39.944400787353516,59.282501220703125,VGD: Vologda Airport,POINT(39.944400787353516 59.282501220703125),"VGD: Vologda Airport; Vologda, Russia",VGD,ULWW,Vologda,Russia
7474,159.22999572753906,61.92166519165039,UHMW: Severo-Evensk Airport,POINT(159.22999572753906 61.92166519165039),"UHMW: Severo-Evensk Airport; Evensk, Russia",,UHMW,Evensk,Russia
7475,112.480003,68.514999,ONK: Olenyok Airport,POINT(112.480003 68.514999),"ONK: Olenyok Airport; Olenyok, Russia",ONK,UERO,Olenyok,Russia
7476,114.08000183105,71.92790222168,SYS: Saskylakh Airport,POINT(114.08000183105 71.92790222168),"SYS: Saskylakh Airport; Saskylakh, Russia",SYS,UERS,Saskylakh,Russia
7480,45.7229995728,64.8960037231,LDG: Leshukonskoye Airport,POINT(45.7229995728 64.8960037231),"LDG: Leshukonskoye Airport; Arkhangelsk, Russia",LDG,ULAL,Arkhangelsk,Russia
7481,109.59500122070312,55.80080032348633,UIUN: Nizhneangarsk Airport,POINT(109.59500122070312 55.80080032348633),"UIUN: Nizhneangarsk Airport; Nizhneangarsk, Russia",,UIUN,Nizhneangarsk,Russia
7483,102.3239974975586,60.35969924926758,UNIW: Vanavara Airport,POINT(102.3239974975586 60.35969924926758),"UNIW: Vanavara Airport; Vanavara, Russia",,UNIW,Vanavara,Russia
7484,111.54650115967,65.959197998047,UERA: Aykhal Airport,POINT(111.54650115967 65.959197998047),"UERA: Aykhal Airport; Aykhal, Russia",,UERA,Aykhal,Russia
7485,60.790000915527344,56.701698303222656,USSK: Uktus Airport,POINT(60.790000915527344 56.701698303222656),"USSK: Uktus Airport; Yekaterinburg, Russia",,USSK,Yekaterinburg,Russia
7486,96.3550033569336,61.676700592041016,UNIB: Baykit Airport,POINT(96.3550033569336 61.676700592041016),"UNIB: Baykit Airport; Baykit, Russia",,UNIB,Baykit,Russia
7487,85.33999633789062,52.47999954223633,UNBI: Biysk Airport,POINT(85.33999633789062 52.47999954223633),"UNBI: Biysk Airport; Biysk, Russia",,UNBI,Biysk,Russia
7488,-0.316666990519,42.0760993958,HSK: Huesca/Pirineos Airport,POINT(-0.316666990519 42.0760993958),"HSK: Huesca/Pirineos Airport; Huesca, Spain",HSK,LEHC,Huesca,Spain
7489,-3.97,38.8563888889,CQM: Ciudad Real Central Airport,POINT(-3.97 38.8563888889),"CQM: Ciudad Real Central Airport; Ciudad Real, Spain",CQM,LERL,Ciudad Real,Spain
7490,44.404317,31.989853,NJF: Al Najaf International Airport,POINT(44.404317 31.989853),"NJF: Al Najaf International Airport; Najaf, Iraq",NJF,ORNI,Najaf,Iraq
7492,-6.243060112,56.0574989319,CSA: Colonsay Airstrip,POINT(-6.243060112 56.0574989319),"CSA: Colonsay Airstrip; Colonsay, United Kingdom",CSA,EGEY,Colonsay,United Kingdom
7494,-81.05719757,34.9878006,RKH: Rock Hill - York County Airport,POINT(-81.05719757 34.9878006),"RKH: Rock Hill - York County Airport; Rock Hill, United States",RKH,KUZA,Rock Hill,United States
7495,-79.9301986694336,40.354400634765625,AGC: Allegheny County Airport,POINT(-79.9301986694336 40.354400634765625),"AGC: Allegheny County Airport; Pittsburgh, United States",AGC,KAGC,Pittsburgh,United States
7496,-81.876701355,30.2187004089,VQQ: Cecil Airport,POINT(-81.876701355 30.2187004089),"VQQ: Cecil Airport; Jacksonville, United States",VQQ,KVQQ,Jacksonville,United States
7497,-84.5214004517,33.7790985107,FTY: Fulton County Airport Brown Field,POINT(-84.5214004517 33.7790985107),"FTY: Fulton County Airport Brown Field; Atlanta, United States",FTY,KFTY,Atlanta,United States
7498,-6.331389904022217,49.94559860229492,EGHT: Tresco Heliport,POINT(-6.331389904022217 49.94559860229492),"EGHT: Tresco Heliport; Tresco, United Kingdom",,EGHT,Tresco,United Kingdom
7499,65.8657989502,32.604198455799995,TII: Tarin Kowt Airport,POINT(65.8657989502 32.604198455799995),"TII: Tarin Kowt Airport; Tarin Kowt, Afghanistan",TII,OATN,Tarin Kowt,Afghanistan
7500,61.865833,30.972222,ZAJ: Zaranj Airport,POINT(61.865833 30.972222),"ZAJ: Zaranj Airport; Zaranj, Afghanistan",ZAJ,OAZJ,Zaranj,Afghanistan
7501,65.26699829101562,34.53300094604492,CCN: Chakcharan Airport,POINT(65.26699829101562 34.53300094604492),"CCN: Chakcharan Airport; Chaghcharan, Afghanistan",CCN,OACC,Chaghcharan,Afghanistan
7503,115.734364,32.882157,FUG: Fuyang Xiguan Airport,POINT(115.734364 32.882157),"FUG: Fuyang Xiguan Airport; Fuyang, China",FUG,ZSFY,Fuyang,China
7504,116.747001648,25.6746997833,LCX: Longyan Guanzhishan Airport,POINT(116.747001648 25.6746997833),"LCX: Longyan Guanzhishan Airport; Longyan, China",LCX,ZSLD,Longyan,China
7505,99.168297,25.053301,BSD: Baoshan Yunduan Airport,POINT(99.168297 25.053301),"BSD: Baoshan Yunduan Airport; Baoshan, China",BSD,ZPBS,Baoshan,China
7506,104.959444444,25.0863888889,ACX: Xingyi Airport,POINT(104.959444444 25.0863888889),"ACX: Xingyi Airport; Xingyi, China",ACX,ZUYI,Xingyi,China
7508,109.1499,26.32217,HZH: Liping Airport,POINT(109.1499 26.32217),"HZH: Liping Airport; Liping, China",HZH,ZUNP,Liping,China
7510,46.7869987487793,39.90140151977539,UB13: Stepanakert Air Base,POINT(46.7869987487793 39.90140151977539),"UB13: Stepanakert Air Base; Stepanakert, Azerbaijan",,UB13,Stepanakert,Azerbaijan
7511,-83.072998,40.0798,OSU: The Ohio State University Airport - Don Scott Field,POINT(-83.072998 40.0798),"OSU: The Ohio State University Airport - Don Scott Field; Columbus, United States",OSU,KOSU,Columbus,United States
7513,-96.8364028931,32.9686012268,ADS: Addison Airport,POINT(-96.8364028931 32.9686012268),"ADS: Addison Airport; Addison, United States",ADS,KADS,Addison,United States
7514,-86.47149658,30.40010071,DSI: Destin Executive Airport,POINT(-86.47149658 30.40010071),"DSI: Destin Executive Airport; Destin, United States",DSI,KDTS,Destin,United States
7516,32.506401,46.6758,KHE: Kherson International Airport,POINT(32.506401 46.6758),"KHE: Kherson International Airport; Kherson, Ukraine",KHE,UKOH,Kherson,Ukraine
7517,168.100998,-46.8997,SZS: Ryan's Creek Aerodrome,POINT(168.100998 -46.8997),"SZS: Ryan's Creek Aerodrome; Stewart Island, New Zealand",SZS,NZRC,Stewart Island,New Zealand
7518,46.506802,-9.7422199993,FSAS: Assumption Island Airport,POINT(46.506802 -9.7422199993),"FSAS: Assumption Island Airport; Assumption Island, Seychelles",,FSAS,Assumption Island,Seychelles
7519,109.7,27.4411111111,HJJ: Zhijiang Airport,POINT(109.7 27.4411111111),"HJJ: Zhijiang Airport; Zhijiang, China",HJJ,ZGCJ,Zhijiang,China
7521,-66.08809661865234,43.826900482177734,YQI: Yarmouth Airport,POINT(-66.08809661865234 43.826900482177734),"YQI: Yarmouth Airport; Yarmouth, Canada",YQI,CYQI,Yarmouth,Canada
7522,-77.60880279540001,35.331401825,ISO: Kinston Regional Jetport At Stallings Field,POINT(-77.60880279540001 35.331401825),"ISO: Kinston Regional Jetport At Stallings Field; Kinston, United States",ISO,KISO,Kinston,United States
7523,-75.67130279540001,36.0181999207,FFA: First Flight Airport,POINT(-75.67130279540001 36.0181999207),"FFA: First Flight Airport; Kill Devil Hills, United States",FFA,KFFA,Kill Devil Hills,United States
7527,100.025001526,23.738100051900002,LNJ: Lintsang Airfield,POINT(100.025001526 23.738100051900002),"LNJ: Lintsang Airfield; Lincang, China",LNJ,ZPLC,Lincang,China
7531,-66.11509704589844,0.6282690167427063,SWMK: Maturacá Airport,POINT(-66.11509704589844 0.6282690167427063),"SWMK: Maturacá Airport; Maturaca, Brazil",,SWMK,Maturaca,Brazil
7532,-50.0013885498,-6.11527776718,CKS: Carajás Airport,POINT(-50.0013885498 -6.11527776718),"CKS: Carajás Airport; Parauapebas, Brazil",CKS,SBCJ,Parauapebas,Brazil
7533,-44.396400451660156,-2.372999906539917,SNCW: Centro de Lançamento de Alcântara Airport,POINT(-44.396400451660156 -2.372999906539917),"SNCW: Centro de Lançamento de Alcântara Airport; Alcantara, Brazil",,SNCW,Alcantara,Brazil
7536,106.25800323486328,3.3481199741363525,MWK: Tarempa Airport,POINT(106.25800323486328 3.3481199741363525),"MWK: Tarempa Airport; Anambas Islands, Indonesia",MWK,WIOM,Anambas Islands,Indonesia
7538,9.8975,49.81778,EDFW: Würzburg-Schenkenturm Airport,POINT(9.8975 49.81778),"EDFW: Würzburg-Schenkenturm Airport; Wuerzburg, Germany",,EDFW,Wuerzburg,Germany
7542,-8.741544,40.656741,LPAV: São Jacinto Airport,POINT(-8.741544 40.656741),"LPAV: São Jacinto Airport; Aveiro, Portugal",,LPAV,Aveiro,Portugal
7544,7.541329860687256,52.33869934082031,ETNP: Hopsten Air Base,POINT(7.541329860687256 52.33869934082031),"ETNP: Hopsten Air Base; Hopsten, Germany",,ETNP,Hopsten,Germany
7546,52.737701,27.379601,PGU: Persian Gulf International Airport,POINT(52.737701 27.379601),"PGU: Persian Gulf International Airport; Khalije Fars, Iran",PGU,OIBP,Khalije Fars,Iran
7547,51.545101165771,30.700500488281,YES: Yasouj Airport,POINT(51.545101165771 30.700500488281),"YES: Yasouj Airport; Yasuj, Iran",YES,OISY,Yasuj,Iran
7548,43.1474,36.305801,OSM: Mosul International Airport,POINT(43.1474 36.305801),"OSM: Mosul International Airport; Mosul, Iraq",OSM,ORBM,Mosul,Iraq
7549,134.78700256347656,35.51279830932617,TJH: Tajima Airport,POINT(134.78700256347656 35.51279830932617),"TJH: Tajima Airport; Toyooka, Japan",TJH,RJBT,Toyooka,Japan
7550,130.158997,32.482498,AXJ: Amakusa Airport,POINT(130.158997 32.482498),"AXJ: Amakusa Airport; Amakusa, Japan",AXJ,RJDA,Amakusa,Japan
7551,129.927993774,28.321300506599997,KKX: Kikai Airport,POINT(129.927993774 28.321300506599997),"KKX: Kikai Airport; Kikai, Japan",KKX,RJKI,Kikai,Japan
7552,127.240997314,26.5925006866,AGJ: Aguni Airport,POINT(127.240997314 26.5925006866),"AGJ: Aguni Airport; Aguni, Japan",AGJ,RORA,Aguni,Japan
7556,96.5258,47.7093,ULZ: Donoi Airport,POINT(96.5258 47.7093),"ULZ: Donoi Airport; Uliastai, Mongolia",ULZ,ZMDN,Uliastai,Mongolia
7557,103.47599792480469,48.85499954223633,UGA: Bulgan Airport,POINT(103.47599792480469 48.85499954223633),"UGA: Bulgan Airport; Bulgan, Mongolia",UGA,ZMBN,Bulgan,Mongolia
7558,91.938273,50.066588,ULO: Ulaangom Airport,POINT(91.938273 50.066588),"ULO: Ulaangom Airport; Ulaangom, Mongolia",ULO,ZMUG,Ulaangom,Mongolia
7559,125.478996277,11.674300193799999,RPVW: Borongan Airport,POINT(125.478996277 11.674300193799999),"RPVW: Borongan Airport; Borongan, Philippines",,RPVW,Borongan,Philippines
7560,120.1050033569336,13.855400085449219,LBX: Lubang Airport,POINT(120.1050033569336 13.855400085449219),"LBX: Lubang Airport; Lubang, Philippines",LBX,RPLU,Lubang,Philippines
7563,69.80500030517578,37.98809814453125,TJU: Kulob Airport,POINT(69.80500030517578 37.98809814453125),"TJU: Kulob Airport; Kulyab, Tajikistan",TJU,UTDK,Kulyab,Tajikistan
7564,119.417999268,23.2131004333,CMJ: Chi Mei Airport,POINT(119.417999268 23.2131004333),"CMJ: Chi Mei Airport; Cimei, Taiwan",CMJ,RCCM,Cimei,Taiwan
7565,59.826698,41.761101,TAZ: Daşoguz Airport,POINT(59.826698 41.761101),"TAZ: Daşoguz Airport; Dasoguz, Turkmenistan",TAZ,UTAT,Dasoguz,Turkmenistan
7566,115.40599822998047,-20.86440086364746,BWB: Barrow Island Airport,POINT(115.40599822998047 -20.86440086364746),"BWB: Barrow Island Airport; Barrow Island, Australia",BWB,YBWX,Barrow Island,Australia
7569,123.66100311279297,-17.3700008392334,DRB: Derby Airport,POINT(123.66100311279297 -17.3700008392334),"DRB: Derby Airport; Derby, Australia",DRB,YDBY,Derby,Australia
7570,148.12600708007812,-30.032800674438477,WGE: Walgett Airport,POINT(148.12600708007812 -30.032800674438477),"WGE: Walgett Airport; Walgett, Australia",WGE,YWLG,Walgett,Australia
7571,130.6199951171875,-11.769200325012207,BRT: Bathurst Island Airport,POINT(130.6199951171875 -11.769200325012207),"BRT: Bathurst Island Airport; Bathurst Island, Australia",BRT,YBTI,Bathurst Island,Australia
7572,146.13999939,-17.9416999817,DKI: Dunk Island Airport,POINT(146.13999939 -17.9416999817),"DKI: Dunk Island Airport; Dunk Island, Australia",DKI,YDKI,Dunk Island,Australia
7573,145.454571,-14.673273,LZR: Lizard Island Airport,POINT(145.454571 -14.673273),"LZR: Lizard Island Airport; Lizard Island, Australia",LZR,YLZI,Lizard Island,Australia
7574,142.06500244140625,-37.64889907836914,HLT: Hamilton Airport,POINT(142.06500244140625 -37.64889907836914),"HLT: Hamilton Airport; Hamilton, Australia",HLT,YHML,Hamilton,Australia
7575,127.66999816894531,-18.23390007019043,HCQ: Halls Creek Airport,POINT(127.66999816894531 -18.23390007019043),"HCQ: Halls Creek Airport; Halls Creek, Australia",HCQ,YHLC,Halls Creek,Australia
7576,125.55899810791016,-18.181900024414062,FIZ: Fitzroy Crossing Airport,POINT(125.55899810791016 -18.181900024414062),"FIZ: Fitzroy Crossing Airport; Fitzroy Crossing, Australia",FIZ,YFTZ,Fitzroy Crossing,Australia
7577,120.208000183,-33.7971992493,RVT: Ravensthorpe Airport,POINT(120.208000183 -33.7971992493),"RVT: Ravensthorpe Airport; Ravensthorpe, Australia",RVT,YNRV,Ravensthorpe,Australia
7578,111.523611,-66.690833,YWKS: Wilkins Runway,POINT(111.523611 -66.690833),"YWKS: Wilkins Runway; Budd Coast, Antarctica",,YWKS,Budd Coast,Antarctica
7579,-111.72299957275,40.219200134277,PVU: Provo Municipal Airport,POINT(-111.72299957275 40.219200134277),"PVU: Provo Municipal Airport; Provo, United States",PVU,KPVU,Provo,United States
7580,-106.8659973,40.5163002,SBS: Steamboat Springs Bob Adams Field,POINT(-106.8659973 40.5163002),"SBS: Steamboat Springs Bob Adams Field; Steamboat Springs, United States",SBS,KSBS,Steamboat Springs,United States
7581,-112.508003235,39.3805999756,DTA: Delta Municipal Airport,POINT(-112.508003235 39.3805999756),"DTA: Delta Municipal Airport; Delta, United States",DTA,KDTA,Delta,United States
7582,-112.0989990234375,38.73640060424805,KRIF: Richfield Municipal Airport,POINT(-112.0989990234375 38.73640060424805),"KRIF: Richfield Municipal Airport; Richfield, United States",,KRIF,Richfield,United States
7583,-110.7509995,39.61389923,PUC: Carbon County Regional/Buck Davis Field,POINT(-110.7509995 39.61389923),"PUC: Carbon County Regional/Buck Davis Field; Price, United States",PUC,KPUC,Price,United States
7584,-106.268997192,35.8797988892,LAM: Los Alamos Airport,POINT(-106.268997192 35.8797988892),"LAM: Los Alamos Airport; Los Alamos, United States",LAM,KLAM,Los Alamos,United States
7586,-114.358002,34.571098,HII: Lake Havasu City Airport,POINT(-114.358002 34.571098),"HII: Lake Havasu City Airport; Lake Havasu City, United States",HII,KHII,Lake Havasu City,United States
7587,-110.722999573,35.021900177,INW: Winslow Lindbergh Regional Airport,POINT(-110.722999573 35.021900177),"INW: Winslow Lindbergh Regional Airport; Winslow, United States",INW,KINW,Winslow,United States
7588,-109.505996704,31.3425998688,DGL: Douglas Municipal Airport,POINT(-109.505996704 31.3425998688),"DGL: Douglas Municipal Airport; Douglas, United States",DGL,KDGL,Douglas,United States
7589,173.27099609375,2.058609962463379,MZK: Marakei Airport,POINT(173.27099609375 2.058609962463379),"MZK: Marakei Airport; Marakei, Kiribati",MZK,NGMK,Marakei,Kiribati
7590,173.82899475097656,0.49083301424980164,AEA: Abemama Atoll Airport,POINT(173.82899475097656 0.49083301424980164),"AEA: Abemama Atoll Airport; Abemama, Kiribati",AEA,NGTB,Abemama,Kiribati
7591,173.63699340820312,0.1852779984474182,AAK: Buariki Airport,POINT(173.63699340820312 0.1852779984474182),"AAK: Buariki Airport; Buariki, Kiribati",AAK,NGUK,Buariki,Kiribati
7592,173.44200134277344,0.2186110019683838,KUC: Kuria Airport,POINT(173.44200134277344 0.2186110019683838),"KUC: Kuria Airport; Kuria, Kiribati",KUC,NGKT,Kuria,Kiribati
7593,176.80299377441406,-2.61611008644104,AIS: Arorae Island Airport,POINT(176.80299377441406 -2.61611008644104),"AIS: Arorae Island Airport; Arorae, Kiribati",AIS,NGTR,Arorae,Kiribati
7594,175.97000122070312,-2.485830068588257,TMN: Tamana Island Airport,POINT(175.97000122070312 -2.485830068588257),"TMN: Tamana Island Airport; Tamana, Kiribati",TMN,NGTM,Tamana,Kiribati
7595,176.0070037841797,-1.3547199964523315,BEZ: Beru Airport,POINT(176.0070037841797 -1.3547199964523315),"BEZ: Beru Airport; Beru Island, Kiribati",BEZ,NGBR,Beru Island,Kiribati
7596,176.410003662,-1.31444001198,NIG: Nikunau Airport,POINT(176.410003662 -1.31444001198),"NIG: Nikunau Airport; Nikunau, Kiribati",NIG,NGNU,Nikunau,Kiribati
7597,172.811005,3.08583,BBG: Butaritari Atoll Airport,POINT(172.811005 3.08583),"BBG: Butaritari Atoll Airport; Butaritari, Kiribati",BBG,NGTU,Butaritari,Kiribati
7598,172.99200439453125,3.3744399547576904,MTK: Makin Island Airport,POINT(172.99200439453125 3.3744399547576904),"MTK: Makin Island Airport; Makin, Kiribati",MTK,NGMN,Makin,Kiribati
7599,173.031005859375,1.0036100149154663,MNK: Maiana Airport,POINT(173.031005859375 1.0036100149154663),"MNK: Maiana Airport; Maiana, Kiribati",MNK,NGMA,Maiana,Kiribati
7600,174.42799377441406,-0.6397219896316528,NON: Nonouti Airport,POINT(174.42799377441406 -0.6397219896316528),"NON: Nonouti Airport; Nonouti, Kiribati",NON,NGTO,Nonouti,Kiribati
7601,175.06399536132812,-1.4744399785995483,TSU: Tabiteuea South Airport,POINT(175.06399536132812 -1.4744399785995483),"TSU: Tabiteuea South Airport; Tabiteuea, Kiribati",TSU,NGTS,Tabiteuea,Kiribati
7610,175.6790008544922,-36.83169937133789,WTZ: Whitianga Airport,POINT(175.6790008544922 -36.83169937133789),"WTZ: Whitianga Airport; Whitianga, New Zealand",WTZ,NZWT,Whitianga,New Zealand
7611,172.77499389648438,-40.81330108642578,KTF: Takaka Airport,POINT(172.77499389648438 -40.81330108642578),"KTF: Takaka Airport; Takaka, New Zealand",KTF,NZTK,Takaka,New Zealand
7615,160.948611111,-9.19138888889,AFT: Afutara Aerodrome,POINT(160.948611111 -9.19138888889),"AFT: Afutara Aerodrome; Afutara, Solomon Islands",AFT,AGAF,Afutara,Solomon Islands
7616,161.979546547,-9.86054358262,RNA: Ulawa Airport,POINT(161.979546547 -9.86054358262),"RNA: Ulawa Airport; Ulawa, Solomon Islands",RNA,AGAR,Ulawa,Solomon Islands
7617,156.396111,-6.711944,CHY: Choiseul Bay Airport,POINT(156.396111 -6.711944),"CHY: Choiseul Bay Airport; Choiseul Bay, Solomon Islands",CHY,AGGC,Choiseul Bay,Solomon Islands
7618,162.454108,-10.847994,NNB: Santa Ana Airport,POINT(162.454108 -10.847994),"NNB: Santa Ana Airport; Santa Ana, Solomon Islands",NNB,AGGT,Santa Ana,Solomon Islands
7619,159.21841,-9.092816,XYA: Yandina Airport,POINT(159.21841 -9.092816),"XYA: Yandina Airport; Yandina, Solomon Islands",XYA,AGGY,Yandina,Solomon Islands
7620,158.119305556,-8.56202777778,BPF: Batuna Aerodrome,POINT(158.119305556 -8.56202777778),"BPF: Batuna Aerodrome; Batuna, Solomon Islands",BPF,AGBT,Batuna,Solomon Islands
7621,-81.78340148930002,27.943399429299998,BOW: Bartow Municipal Airport,POINT(-81.78340148930002 27.943399429299998),"BOW: Bartow Municipal Airport; Bartow, United States",BOW,KBOW,Bartow,United States
7622,39.57040023803711,54.64469909667969,UUBD: Dyagilevo Air Base,POINT(39.57040023803711 54.64469909667969),"UUBD: Dyagilevo Air Base; Kostroma, Russia",,UUBD,Kostroma,Russia
7627,-169.425003,-14.2172,FTI: Fitiuta Airport,POINT(-169.425003 -14.2172),"FTI: Fitiuta Airport; Fiti\'uta, American Samoa",FTI,NSFQ,Fiti\'uta,American Samoa
7629,-121.819999695,37.6934013367,LVK: Livermore Municipal Airport,POINT(-121.819999695 37.6934013367),"LVK: Livermore Municipal Airport; Livermore, United States",LVK,KLVK,Livermore,United States
7630,-120.040000916,37.5108985901,RMY: Mariposa Yosemite Airport,POINT(-120.040000916 37.5108985901),"RMY: Mariposa Yosemite Airport; Mariposa, United States",RMY,KMPI,Mariposa,United States
7633,18.122699737548828,-19.60219955444336,GFY: Grootfontein Airport,POINT(18.122699737548828 -19.60219955444336),"GFY: Grootfontein Airport; Grootfontein, Namibia",GFY,FYGF,Grootfontein,Namibia
7634,19.719400405884,-17.956499099731,NDU: Rundu Airport,POINT(19.719400405884 -17.956499099731),"NDU: Rundu Airport; Rundu, Namibia",NDU,FYRU,Rundu,Namibia
7642,-37.618335,65.612296,BGAM: Tasiilaq Heliport,POINT(-37.618335 65.612296),"BGAM: Tasiilaq Heliport; Angmagssalik, Greenland",,BGAM,Angmagssalik,Greenland
7646,-116.16000366211,33.62670135498,TRM: Jacqueline Cochran Regional Airport,POINT(-116.16000366211 33.62670135498),"TRM: Jacqueline Cochran Regional Airport; Palm Springs, United States",TRM,KTRM,Palm Springs,United States
7647,-118.450996399,34.015800476100004,SMO: Santa Monica Municipal Airport,POINT(-118.450996399 34.015800476100004),"SMO: Santa Monica Municipal Airport; Santa Monica, United States",SMO,KSMO,Santa Monica,United States
7648,-116.27500152588,33.748401641846,UDD: Bermuda Dunes Airport,POINT(-116.27500152588 33.748401641846),"UDD: Bermuda Dunes Airport; Palm Springs, United States",UDD,KUDD,Palm Springs,United States
